Zaman_s,Konum_km,Hiz_kmh,Ivme_ms2,Jerk_ms3,Kutle_Ton,Kuvvet_kN,Guc_kW,Disk_Sicaklik_C,Stres_MPa
736.60000000003,10.52962,90,0,0,756.4,18.209318,455.23295,146.07953878539,525.271118469349
736.800000000031,10.53462,90,0,0,756.4,18.209318,455.23295,146.07812619077,525.271118469349
737.000000000031,10.53962,90,0,0,756.4,18.209318,455.23295,146.076713612632,525.271118469349
737.200000000031,10.54462,90,0,0,756.4,18.209318,455.23295,146.075301050973,525.271118469349
737.400000000031,10.54962,90,0,0,756.4,18.209318,455.23295,146.073888505794,525.271118469349
737.600000000031,10.55462,90,0,0,756.4,18.209318,455.23295,146.072475977095,525.271118469349
737.800000000031,10.55962,90,0,0,756.4,18.209318,455.23295,146.071063464875,525.271118469349
738.000000000031,10.56462,90,0,0,756.4,18.209318,455.23295,146.069650969134,525.271118469349
738.200000000031,10.56962,90,0,0,756.4,18.209318,455.23295,146.068238489873,525.271118469349
738.400000000031,10.57462,90,0,0,756.4,18.209318,455.23295,146.066826027091,525.271118469349
738.600000000031,10.57962,90,0,0,756.4,18.209318,455.23295,146.065413580787,525.271118469349
738.800000000031,10.58462,90,0,0,756.4,18.209318,455.23295,146.064001150962,525.271118469349
739.000000000031,10.58962,90,0,0,756.4,18.209318,455.23295,146.062588737615,525.271118469349
739.200000000031,10.59462,90,0,0,756.4,18.209318,455.23295,146.061176340747,525.271118469349
739.400000000031,10.59962,90,0,0,756.4,18.209318,455.23295,146.059763960356,525.271118469349
739.600000000031,10.60462,90,0,0,756.4,18.209318,455.23295,146.058351596443,525.271118469349
739.800000000031,10.60962,90,0,0,756.4,18.209318,455.23295,146.056939249008,525.271118469349
740.000000000031,10.61462,90,0,0,756.4,18.209318,455.23295,146.05552691805,525.271118469349
740.200000000031,10.61962,90,0,0,756.4,18.209318,455.23295,146.054114603569,525.271118469349
740.400000000031,10.62462,90,0,0,756.4,18.209318,455.23295,146.052702305565,525.271118469349
740.600000000031,10.62962,90,0,0,756.4,18.209318,455.23295,146.051290024039,525.271118469349
740.800000000031,10.63462,90,0,0,756.4,18.209318,455.23295,146.049877758988,525.271118469349
741.000000000031,10.63962,90,0,0,756.4,18.209318,455.23295,146.048465510414,525.271118469349
741.200000000032,10.64462,90,0,0,756.4,18.209318,455.23295,146.047053278317,525.271118469349
741.400000000032,10.64962,90,0,0,756.4,18.209318,455.23295,146.045641062695,525.271118469349
741.600000000032,10.65462,90,0,0,756.4,18.209318,455.23295,146.044228863549,525.271118469349
741.800000000032,10.65962,90,0,0,756.4,18.209318,455.23295,146.042816680879,525.271118469349
742.000000000032,10.66462,90,0,0,756.4,18.209318,455.23295,146.041404514685,525.271118469349
742.200000000032,10.66962,90,0,0,756.4,18.209318,455.23295,146.039992364965,525.271118469349
742.400000000032,10.67462,90,0,0,756.4,18.209318,455.23295,146.038580231721,525.271118469349
742.600000000032,10.67962,90,0,0,756.4,18.209318,455.23295,146.037168114952,525.271118469349
742.800000000032,10.68462,90,0,0,756.4,18.209318,455.23295,146.035756014657,525.271118469349
743.000000000032,10.68962,90,0,0,756.4,18.209318,455.23295,146.034343930837,525.271118469349
743.200000000032,10.69462,90,0,0,756.4,18.209318,455.23295,146.032931863491,525.271118469349
743.400000000032,10.69962,90,0,0,756.4,18.209318,455.23295,146.031519812619,525.271118469349
743.600000000032,10.70462,90,0,0,756.4,18.209318,455.23295,146.030107778222,525.271118469349
743.800000000032,10.70962,90,0,0,756.4,18.209318,455.23295,146.028695760297,525.271118469349
744.000000000032,10.71462,90,0,0,756.4,18.209318,455.23295,146.027283758847,525.271118469349
744.200000000032,10.71962,90,0,0,756.4,18.209318,455.23295,146.02587177387,525.271118469349
744.400000000032,10.72462,90,0,0,756.4,18.209318,455.23295,146.024459805366,525.271118469349
744.600000000032,10.72962,90,0,0,756.4,18.209318,455.23295,146.023047853335,525.271118469349
744.800000000032,10.73462,90,0,0,756.4,18.209318,455.23295,146.021635917776,525.271118469349
745.000000000032,10.73962,90,0,0,756.4,18.209318,455.23295,146.020223998691,525.271118469349
745.200000000032,10.74462,90,0,0,756.4,18.209318,455.23295,146.018812096077,525.271118469349
745.400000000032,10.74962,90,0,0,756.4,18.209318,455.23295,146.017400209936,525.271118469349
745.600000000033,10.75462,90,0,0,756.4,18.209318,455.23295,146.015988340267,525.271118469349
745.800000000033,10.75962,90,0,0,756.4,18.209318,455.23295,146.01457648707,525.271118469349
746.000000000033,10.76462,90,0,0,756.4,18.209318,455.23295,146.013164650344,525.271118469349
746.200000000033,10.76962,90,0,0,756.4,18.209318,455.23295,146.01175283009,525.271118469349
746.400000000033,10.77462,90,0,0,756.4,18.209318,455.23295,146.010341026307,525.271118469349
746.600000000033,10.77962,90,0,0,756.4,18.209318,455.23295,146.008929238995,525.271118469349
746.800000000033,10.78462,90,0,0,756.4,18.209318,455.23295,146.007517468154,525.271118469349
747.000000000033,10.78962,90,0,0,756.4,18.209318,455.23295,146.006105713783,525.271118469349
747.200000000033,10.79462,90,0,0,756.4,18.209318,455.23295,146.004693975883,525.271118469349
747.400000000033,10.79962,90,0,0,756.4,18.209318,455.23295,146.003282254454,525.271118469349
747.600000000033,10.80462,90,0,0,756.4,18.209318,455.23295,146.001870549494,525.271118469349
747.800000000033,10.80962,90,0,0,756.4,18.209318,455.23295,146.000458861004,525.271118469349
748.000000000033,10.81462,90,0,0,756.4,18.209318,455.23295,145.999047188984,525.271118469349
748.200000000033,10.81962,90,0,0,756.4,18.209318,455.23295,145.997635533434,525.271118469349
748.400000000033,10.82462,90,0,0,756.4,18.209318,455.23295,145.996223894352,525.271118469349
748.600000000033,10.82962,90,0,0,756.4,18.209318,455.23295,145.99481227174,525.271118469349
748.800000000033,10.83462,90,0,0,756.4,18.209318,455.23295,145.993400665597,525.271118469349
749.000000000033,10.83962,90,0,0,756.4,18.209318,455.23295,145.991989075923,525.271118469349
749.200000000033,10.84462,90,0,0,756.4,18.209318,455.23295,145.990577502717,525.271118469349
749.400000000033,10.84962,90,0,0,756.4,18.209318,455.23295,145.989165945979,525.271118469349
749.600000000033,10.85462,90,0,0,756.4,18.209318,455.23295,145.98775440571,525.271118469349
749.800000000033,10.85962,90,0,0,756.4,18.209318,455.23295,145.986342881909,525.271118469349
750.000000000034,10.86462,90,0,0,756.4,18.209318,455.23295,145.984931374575,525.271118469349
750.200000000034,10.86962,90,0,0,756.4,18.209318,455.23295,145.983519883709,525.271118469349
750.400000000034,10.87462,90,0,0,756.4,18.209318,455.23295,145.98210840931,525.271118469349
750.600000000034,10.87962,90,0,0,756.4,18.209318,455.23295,145.980696951379,525.271118469349
750.800000000034,10.88462,90,0,0,756.4,18.209318,455.23295,145.979285509914,525.271118469349
751.000000000034,10.88962,90,0,0,756.4,18.209318,455.23295,145.977874084917,525.271118469349
751.200000000034,10.89462,90,0,0,756.4,18.209318,455.23295,145.976462676386,525.271118469349
751.400000000034,10.89962,90,0,0,756.4,18.209318,455.23295,145.975051284321,525.271118469349
751.600000000034,10.90462,90,0,0,756.4,18.209318,455.23295,145.973639908723,525.271118469349
751.800000000034,10.90962,90,0,0,756.4,18.209318,455.23295,145.972228549591,525.271118469349
752.000000000034,10.91462,90,0,0,756.4,18.209318,455.23295,145.970817206924,525.271118469349
752.200000000034,10.91962,90,0,0,756.4,18.209318,455.23295,145.969405880723,525.271118469349
752.400000000034,10.92462,90,0,0,756.4,18.209318,455.23295,145.967994570988,525.271118469349
752.600000000034,10.92962,90,0,0,756.4,18.209318,455.23295,145.966583277718,525.271118469349
752.800000000034,10.93462,90,0,0,756.4,18.209318,455.23295,145.965172000913,525.271118469349
753.000000000034,10.93962,90,0,0,756.4,18.209318,455.23295,145.963760740573,525.271118469349
753.200000000034,10.94462,90,0,0,756.4,18.209318,455.23295,145.962349496698,525.271118469349
753.400000000034,10.94962,90,0,0,756.4,18.209318,455.23295,145.960938269287,525.271118469349
753.600000000034,10.95462,90,0,0,756.4,18.209318,455.23295,145.959527058341,525.271118469349
753.800000000034,10.95962,90,0,0,756.4,18.209318,455.23295,145.958115863858,525.271118469349
754.000000000034,10.96462,90,0,0,756.4,18.209318,455.23295,145.95670468584,525.271118469349
754.200000000034,10.96962,90,0,0,756.4,18.209318,455.23295,145.955293524285,525.271118469349
754.400000000035,10.97462,90,0,0,756.4,18.209318,455.23295,145.953882379194,525.271118469349
754.600000000035,10.97962,90,0,0,756.4,18.209318,455.23295,145.952471250566,525.271118469349
754.800000000035,10.98462,90,0,0,756.4,18.209318,455.23295,145.951060138402,525.271118469349
755.000000000035,10.98962,90,0,0,756.4,18.209318,455.23295,145.9496490427,525.271118469349
755.200000000035,10.99462,90,0,0,756.4,18.209318,455.23295,145.948237963461,525.271118469349
755.400000000035,10.99962,90,0,0,756.4,18.209318,455.23295,145.946826900685,525.271118469349
755.600000000035,11.00462,90,0,0,756.4,18.209318,455.23295,145.945415854371,525.271118469349
755.800000000035,11.00962,90,0,0,756.4,18.209318,455.23295,145.94400482452,525.271118469349
756.000000000035,11.01462,90,0,0,756.4,18.209318,455.23295,145.94259381113,525.271118469349
756.200000000035,11.01962,90,0,0,756.4,18.209318,455.23295,145.941182814202,525.271118469349
756.400000000035,11.02462,90,0,0,756.4,18.209318,455.23295,145.939771833736,525.271118469349
756.600000000035,11.02962,90,0,0,756.4,18.209318,455.23295,145.938360869731,525.271118469349
756.800000000035,11.03462,90,0,0,756.4,18.209318,455.23295,145.936949922188,525.271118469349
757.000000000035,11.03962,90,0,0,756.4,18.209318,455.23295,145.935538991105,525.271118469349
757.200000000035,11.04462,90,0,0,756.4,18.209318,455.23295,145.934128076484,525.271118469349
757.400000000035,11.04962,90,0,0,756.4,18.209318,455.23295,145.932717178323,525.271118469349
757.600000000035,11.05462,90,0,0,756.4,18.209318,455.23295,145.931306296622,525.271118469349
757.800000000035,11.05962,90,0,0,756.4,18.209318,455.23295,145.929895431382,525.271118469349
758.000000000035,11.06462,90,0,0,756.4,18.209318,455.23295,145.928484582602,525.271118469349
758.200000000035,11.06962,90,0,0,756.4,18.209318,455.23295,145.927073750282,525.271118469349
758.400000000035,11.07462,90,0,0,756.4,18.209318,455.23295,145.925662934422,525.271118469349
758.600000000035,11.07962,90,0,0,756.4,18.209318,455.23295,145.924252135021,525.271118469349
758.800000000036,11.08462,90,0,0,756.4,18.209318,455.23295,145.922841352079,525.271118469349
759.000000000036,11.08962,90,0,0,756.4,18.209318,455.23295,145.921430585597,525.271118469349
759.200000000036,11.09462,90,0,0,756.4,18.209318,455.23295,145.920019835573,525.271118469349
759.400000000036,11.09962,90,0,0,756.4,18.209318,455.23295,145.918609102009,525.271118469349
759.600000000036,11.10462,90,0,0,756.4,18.209318,455.23295,145.917198384902,525.271118469349
759.800000000036,11.10962,90,0,0,756.4,18.209318,455.23295,145.915787684255,525.271118469349
760.000000000036,11.11462,90,0,0,756.4,18.209318,455.23295,145.914377000065,525.271118469349
760.200000000036,11.11962,90,0,0,756.4,18.209318,455.23295,145.912966332333,525.271118469349
760.400000000036,11.12462,90,0,0,756.4,18.209318,455.23295,145.911555681059,525.271118469349
760.600000000036,11.12962,90,0,0,756.4,18.209318,455.23295,145.910145046243,525.271118469349
760.800000000036,11.13462,90,0,0,756.4,18.209318,455.23295,145.908734427884,525.271118469349
761.000000000036,11.13962,90,0,0,756.4,18.209318,455.23295,145.907323825983,525.271118469349
761.200000000036,11.14462,90,0,0,756.4,18.209318,455.23295,145.905913240538,525.271118469349
761.400000000036,11.14962,90,0,0,756.4,18.209318,455.23295,145.90450267155,525.271118469349
761.600000000036,11.15462,90,0,0,756.4,18.209318,455.23295,145.903092119019,525.271118469349
